Time (s),X (m),Y (m),heading
1750496129.28503,0.7718440478658616,0.7245904011941096,1.6148049630206707
1750496129.3516915,0.7709077468368436,0.7458520572626296,1.6308556298655965
1750496129.418368,0.7699084484606363,0.7624705744024998,1.6477631565758264
1750496129.4849484,0.7689787646300649,0.7745257327782262,1.665824377679743
1750496129.5516927,0.768224972048521,0.7824341578030588,1.6866807768384668
1750496129.6183832,0.7677309240907575,0.7866783373961972,1.7116237354187074
1750496129.6850412,0.7675610726908699,0.7878764497723784,1.7430821960582288
1750496129.7517157,0.7676817213582949,0.7871831103578024,1.7796315557362958
1750496129.8184047,0.768026479033851,0.7855563198504527,1.819596323919783
1750496129.8850482,0.7684890897145717,0.7837354772524704,1.8630962999667309
1750496129.9516928,0.7689203867348545,0.7823022125073466,1.9094396800353624
1750496130.0183744,0.7692932320022572,0.7812436281651223,1.9603478082699721
1750496130.0850797,0.769465032425823,0.7808251444320268,2.015481478114557
1750496130.1517653,0.7694233711893061,0.7809125731223514,2.0729896133831485
1750496130.218378,0.7692242163653443,0.781275230783457,2.128409559467424
1750496130.2850556,0.7689547391499183,0.7817073418107716,2.17922382025003
1750496130.3517435,0.7686522478830348,0.7821415933410402,2.2228739458757065
1750496130.4183924,0.7683569830780721,0.7825283248267382,2.260564391132178
1750496130.4850636,0.7681495775351599,0.7827797418636844,2.293027552211302
1750496130.5520616,0.767964652665793,0.7829896396976652,2.3190522560525735
1750496130.6184065,0.7678721734329915,0.7830892571118921,2.338404760445485
1750496130.6851308,0.7677886596615819,0.7831757964004542,2.352036232737206
1750496130.7517533,0.7677746683775601,0.7831899045297444,2.3601203758720777
1750496130.8183563,0.7677532107761296,0.7832111943089831,2.3629069750089036
1750496130.8850484,0.7677433612989254,0.7832209124369618,2.363742261125193
1750496130.9517634,0.7677402797564252,0.7832239478095117,2.364051058640866
1750496131.0184133,0.7677396638595331,0.7832245541039763,2.36415389109608
1750496131.0853064,0.7675078363978415,0.7834527202150905,2.3639292626415123
1750496131.1517758,0.7667604066838047,0.7841886760506311,2.3640438822211505
1750496131.2184236,0.7649528271423205,0.7859680992233352,2.364775781214146
1750496131.2850554,0.7616556979957981,0.7892091212149732,2.366124339621494
1750496131.3518164,0.7565940302153809,0.7941712509240421,2.368414662127698
1750496131.4184198,0.7502627800756735,0.8003496237108081,2.3724223316676882
1750496131.4850948,0.7427067001523964,0.8076643611811716,2.3779652686412174
1750496131.5518115,0.734459292904129,0.8155602605417158,2.3846015788352837
